                                                     car;area;uf;mun;modulo_fiscal;tipo_imovel;situacao;condicao                                                     
 PA-1500107-1E58339F2A2440FDBA4BE0DF4E5ED747;2.2684;PA;Abaetetuba;0.0324;IRU;AT;Aguardando analise
 PA-1500107-84F9E649ECC2428ABB1B555E71B89723;226.6700;PA;Abaetetuba;3.2381;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-67E50F237E3549679FEFA72EDA162AC5;247.4107;PA;Abaetetuba;3.5344;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-843E97B21E204A32B946958A1D52D76D;854.8786;PA;Abaetetuba;12.2126;IRU;AT;Em análise
 PA-1500107-06EE0F0D3F4B4F14840826DA0EC01006;165.7516;PA;Abaetetuba;2.3679;IRU;AT;Analisado, aguardando regularização ambiental (Lei nº 12.651/2012)
 PA-1500107-53406DFB368A43A98FA0CE28572EFCB2;31.3350;PA;Abaetetuba;0.4476;IRU;AT;Aguardando analise
 PA-1500107-9D35BB9805AC49A5B7A46A9DC9726AF6;1.2604;PA;Abaetetuba;0.0180;IRU;AT;Aguardando analise
 PA-1500107-0BAB91799ADD4DC4B640B0A8293F7099;19.6354;PA;Abaetetuba;0.2805;IRU;AT;Aguardando analise
 PA-1500107-41FE7E3E48F4488FB8CED9470E699DDF;16.3101;PA;Abaetetuba;0.2330;IRU;AT;Aguardando analise
 PA-1500107-8C36644023254292A603FDF1F852CD74;12.1663;PA;Abaetetuba;0.1738;IRU;AT;Aguardando analise
 PA-1500107-A39910DF6FD74BCD87C1EDB237D0EA06;8.6928;PA;Abaetetuba;0.1242;IRU;AT;Aguardando analise
 PA-1500107-5F093A57327D4F078984B882C4C15CFF;21.2442;PA;Abaetetuba;0.3035;IRU;AT;Aguardando analise
 PA-1500107-2A83056FE8A04E119B8AF08B4336F27C;9.2105;PA;Abaetetuba;0.1316;IRU;AT;Aguardando analise
 PA-1500107-D4C63B41C28C41EE95EB9E7CE7CF4D1A;7.5588;PA;Abaetetuba;0.1080;IRU;AT;Aguardando analise
 PA-1500107-A21A79F8EE4C423BBBC4FBF990566817;105.2953;PA;Abaetetuba;1.5042;IRU;AT;Aguardando analise
 PA-1500107-FEB827B69A25412F800D84D3CC0733ED;0.3932;PA;Abaetetuba;0.0056;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-96D3325C358B475E8403922A116FEACB;76.9751;PA;Abaetetuba;1.0996;IRU;PE;Aguardando analise
 PA-1500107-6F4C831EEFD847709C1EB0B60C08D1F8;14.4297;PA;Abaetetuba;0.2061;IRU;AT;Aguardando analise
 PA-1500107-CC74878C09AA410E8BDA7D8B6C45B351;1.3857;PA;Abaetetuba;0.0198;IRU;AT;Aguardando analise
 PA-1500107-D4669196234F4F629470A2C0797785E7;15.3897;PA;Abaetetuba;0.2199;IRU;AT;Aguardando analise
 PA-1500107-EFC978FBFCD74A6A8B2F48712BB15779;4.7074;PA;Abaetetuba;0.0672;IRU;AT;Aguardando analise
 PA-1500107-4C1F734DE61040C784314959D0D652F9;13.0667;PA;Abaetetuba;0.1867;IRU;AT;Aguardando analise
 PA-1500107-47B86C08E48E4C0580B724A8DB916802;0.6956;PA;Abaetetuba;0.0099;IRU;AT;Aguardando analise
 PA-1500107-C755496FD5804E398F4B40079F072AEF;1.1428;PA;Abaetetuba;0.0163;IRU;AT;Aguardando analise
 PA-1500107-3121F3603B864709AD94A731403A2439;1.7931;PA;Abaetetuba;0.0256;IRU;AT;Aguardando analise
 PA-1500107-321B139D04D24E4E881FC42C15DF6C8C;25.1339;PA;Abaetetuba;0.3591;IRU;AT;Aguardando analise
 PA-1500107-9C611DCD00014962BC7052A9A79CE1E0;27.6035;PA;Abaetetuba;0.3943;IRU;AT;Aguardando analise
 PA-1500107-E71639A09F2A42D8B9994520C45995B0;1.8473;PA;Abaetetuba;0.0264;IRU;AT;Aguardando analise
 PA-1500107-41E618D9AD0943F187A91D8A04B3C5AF;0.6159;PA;Abaetetuba;0.0088;IRU;AT;Aguardando analise
 PA-1500107-3F92CA64F27849FE8DD09F2D6004D71A;27.0082;PA;Abaetetuba;0.3858;IRU;AT;Aguardando analise
 PA-1500107-3C4AF0D8C1EB4E3B9851F76218A5C1F4;8.9222;PA;Abaetetuba;0.1275;IRU;AT;Aguardando analise
 PA-1500107-13BD6F44DEBF47A4A2A0C9D0FB66ED3E;7.1317;PA;Abaetetuba;0.1019;IRU;AT;Aguardando analise
 PA-1500107-AF633115431B4FCF851DB163A3190B4C;3.5667;PA;Abaetetuba;0.0510;IRU;AT;Aguardando analise
 PA-1500107-D855EC68E8B14A66BD2C83A7F478932F;80.9926;PA;Abaetetuba;1.1570;IRU;AT;Aguardando analise
 PA-1500107-E3547CD7FB4B42F0983666A86FD1D48E;3.8455;PA;Abaetetuba;0.0549;IRU;AT;Aguardando analise
 PA-1500107-65E65A669C8C4B2E91CB1234793C938C;14.6772;PA;Abaetetuba;0.2097;IRU;AT;Aguardando analise
 PA-1500107-2045A6B78D0A4D38A92C11C1FF5F3227;11.9452;PA;Abaetetuba;0.1706;IRU;AT;Aguardando analise
 PA-1500107-EF92CDBF838B4D088874CAC70C1B845B;80.0146;PA;Abaetetuba;1.1431;IRU;AT;Aguardando analise
 PA-1500107-4FC755E1C9E24133AF8FD31637D00D47;31.4886;PA;Abaetetuba;0.4498;IRU;AT;Aguardando analise
 PA-1500107-24FFCEBA8A1545DFBAAD7AD01F4056B0;44.9011;PA;Abaetetuba;0.6414;IRU;AT;Aguardando analise
 PA-1500107-7D484966D4AD4396BBC43203CD57F288;9.4151;PA;Abaetetuba;0.1345;IRU;AT;Aguardando analise
 PA-1500107-A14C806E054F47EB8B8B4CFB1E8AA59C;1.9092;PA;Abaetetuba;0.0273;IRU;AT;Aguardando analise
 PA-1500107-A24C4E7302B74716AAC6F5B20B31D9BC;26.4038;PA;Abaetetuba;0.3772;IRU;AT;Aguardando analise
 PA-1500107-8D4B0AE2BD604C879D83C578E902FDE6;1.3176;PA;Abaetetuba;0.0188;IRU;AT;Aguardando analise
 PA-1500107-94D1CF5DB1634F9C9828C376469C8B17;4.1573;PA;Abaetetuba;0.0594;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-2F39B14D9AC94E818696B59841A8D48F;2.7360;PA;Abaetetuba;0.0391;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-971B28C9821E4E9F929D9383C7FA876B;28.0446;PA;Abaetetuba;0.4006;IRU;AT;Aguardando analise
 PA-1500107-789AF5BA8FBA434B82BE1346825057DD;0.6036;PA;Abaetetuba;0.0086;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-DABDA91E96444871AA4D887E98BDABA0;833.1166;PA;Abaetetuba;11.9017;PCT;AT;Aguardando analise
 PA-1500107-8B5890D2BBEB4797BB4CE73079413170;2.5347;PA;Abaetetuba;0.0362;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-30F0D9A0D3FE40188F5FA48A1E0A3778;0.6197;PA;Abaetetuba;0.0089;IRU;AT;Aguardando analise
 PA-1500107-1048268005174112AF5EE853F192C326;0.5494;PA;Abaetetuba;0.0078;IRU;AT;Aguardando analise
 PA-1500107-32827F68CDBD4FCFBBDFD25A2EF48D4D;73.8722;PA;Abaetetuba;1.0553;IRU;AT;Aguardando analise
 PA-1500107-B881E8CF4F3644F2897747A9032956B3;19.9596;PA;Abaetetuba;0.2851;IRU;AT;Aguardando analise
 PA-1500107-375DA40B78154D48B4BE51C25E46CABB;3.2547;PA;Abaetetuba;0.0465;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-163FDC18E61D4D7CA1CFAC101A1FC314;2.9318;PA;Abaetetuba;0.0419;IRU;AT;Aguardando analise
 PA-1500107-CFF691226699404E96A40D785161CEEE;695.6756;PA;Abaetetuba;0.0329;AST;AT;Aguardando analise
 PA-1500107-F2C3D5EC755D43D4B1F6F9617AD0A783;1.0515;PA;Abaetetuba;0.0150;IRU;AT;Aguardando analise
 PA-1500107-BA09E4E19F6F4509A70EBF28D7A9487A;160.0699;PA;Abaetetuba;2.2867;IRU;AT;Aguardando analise
 PA-1500107-A2C4F24A7D76497290E3D493FBFCAC48;2.6685;PA;Abaetetuba;0.0381;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-9EFF256805514640BFC22D5FF2928F73;4.2381;PA;Abaetetuba;0.0605;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-5B68E2CCCCE2431B84C79EAEBA0D2983;1952.0386;PA;Abaetetuba;0.0646;AST;PE;Aguardando analise
 PA-1500107-E65B9D797C0640F2B9613E43FB820D15;2.8019;PA;Abaetetuba;0.0400;IRU;AT;Aguardando analise
 PA-1500107-126E1901EDDC4FFC81B7509EB3C62CAA;2.2903;PA;Abaetetuba;0.0327;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-7A11A00FCD0646C984F0A25BCA808235;183.3743;PA;Abaetetuba;2.6196;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-3E0BB1555AB440108E95C88814137A28;0.4992;PA;Abaetetuba;0.0071;IRU;AT;Aguardando analise
 PA-1500107-73B4A57E1D794F91BB182348717E1D64;0.0671;PA;Abaetetuba;0.0010;IRU;AT;Aguardando analise
 PA-1500107-0D00CD1BA463426390BD5F3D0FB4AFE6;113.4064;PA;Abaetetuba;1.6201;IRU;AT;Aguardando analise
 PA-1500107-39E963DF67F04F88A03AC286DF390A6D;21.8290;PA;Abaetetuba;0.3118;IRU;AT;Aguardando analise
 PA-1500107-1B7270FFE728448C96444FCE9217932D;3.3522;PA;Abaetetuba;0.0479;IRU;AT;Aguardando analise
 PA-1500107-802FF8FC682148AEA592218EAC31411F;3.1323;PA;Abaetetuba;0.0447;IRU;AT;Aguardando analise
 PA-1500107-D59C1A63D8AC45D0AE62D60B71736061;4.2428;PA;Abaetetuba;0.0606;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-687F0F30D8BC4048988CF8F40D062337;229.5023;PA;Abaetetuba;3.2786;IRU;AT;Aguardando analise
 PA-1500107-6C66B97AD6EA4BF5948A324CCABB605C;17.4290;PA;Abaetetuba;0.2490;IRU;AT;Aguardando analise
 PA-1500107-2F91F829C01048EDA8E56D9E4E493084;5.2624;PA;Abaetetuba;0.0752;IRU;AT;Aguardando analise
 PA-1500107-4B577F0293514C73A6D22984AD8A7A47;0.5028;PA;Abaetetuba;0.0072;IRU;AT;Aguardando analise
 PA-1500107-A7E41C50806344429865B8D57347343B;39.3236;PA;Abaetetuba;0.5618;IRU;AT;Aguardando analise
 PA-1500107-48EC52649FCE4FBDBD04FDABB54A0C10;5.9658;PA;Abaetetuba;0.0852;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-AD5653603E8A482C841755F1F7C6D5B0;70.3879;PA;Abaetetuba;1.0055;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-0654CD8D8AAB410C9FD0B14DC3091883;6.5726;PA;Abaetetuba;0.0939;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-342D31FEF7E34D08A2F8FF89F91C4E0D;228.8405;PA;Abaetetuba;3.2691;IRU;PE;Aguardando análise, não passível de revisão de dados
 PA-1500107-66C40324BCBA4BC1963B5C2491FB22C3;25.0312;PA;Abaetetuba;0.3576;IRU;AT;Aguardando analise
 PA-1500107-B589D11A4E6545B38FBAFC9A7C36FC1D;1.9455;PA;Abaetetuba;0.0278;IRU;AT;Aguardando analise
 PA-1500107-D690C443F7A143AAB627C6A33897B096;11517.2584;PA;Abaetetuba;164.5323;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-40BB0FEEFCF547A18A80908762A9AAAA;1.8421;PA;Abaetetuba;0.0263;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-2C7B57976D0E44559AD4960E9689667D;1183.3391;PA;Abaetetuba;16.9048;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-6BAC3B171E634DC285998B259F2ACEA6;6.6183;PA;Abaetetuba;0.0945;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-B669F5E4A8574FA3BE0A9D55FA6DEB44;0.1116;PA;Abaetetuba;0.0016;IRU;AT;Aguardando analise
 PA-1500107-588376ED709648E4ABA08F8EA3B9E2EA;15.2647;PA;Abaetetuba;0.2181;IRU;AT;Aguardando analise
 PA-1500107-11226CFE9EB842D682CA8B8134E357DE;14.8580;PA;Abaetetuba;0.2123;IRU;AT;Aguardando analise
 PA-1500107-8ACB757766EA49E08C283B2D45C1185A;70.3879;PA;Abaetetuba;1.0055;IRU;AT;Aguardando analise
 PA-1500107-F40D362B14FC47A7B1045CE22C84FC8F;23.2749;PA;Abaetetuba;0.3325;IRU;AT;Aguardando analise
 PA-1500107-DC6952C2B9664ED1BF94E31872EE5DF0;0.0770;PA;Abaetetuba;0.0011;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-5E3C25C7D44146CFA910BB121B276B1D;22.8227;PA;Abaetetuba;0.3260;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-EBC631F52CA04FF996F7D7E8BC326F15;9.0158;PA;Abaetetuba;0.1288;IRU;AT;Aguardando analise
 PA-1500107-5E269FE3A5964490AB66665D55B6EA52;0.3049;PA;Abaetetuba;0.0044;IRU;AT;Aguardando analise
 PA-1500107-EDA31107149B447B953D5D0C5897B280;6.4193;PA;Abaetetuba;0.0917;IRU;AT;Aguardando analise
 PA-1500107-D2131BDC24A2440BB460558F8CC26950;28.1957;PA;Abaetetuba;0.4028;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-DA36328CF9FC45E6A34FDF0FFEEF5D4C;1.0897;PA;Abaetetuba;0.0156;IRU;AT;Aguardando analise
 PA-1500107-47EDEDC0BCB3487EAFF62672B37BF554;24.5427;PA;Abaetetuba;0.3506;IRU;AT;Aguardando analise
 PA-1500107-9DA3E7F506404D4AB1FC47E92D46893C;3.6526;PA;Abaetetuba;0.0522;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-3FA283539AA044D2918F27E1052F37B8;61.9399;PA;Abaetetuba;0.8849;IRU;AT;Aguardando analise
 PA-1500107-80A761E5F8A2436B839A8B6EAF280A44;8.2169;PA;Abaetetuba;0.1174;IRU;AT;Aguardando analise
 PA-1500107-7EFBB266E76E4EDDBC7E97EC60D03681;94.2588;PA;Abaetetuba;1.3466;IRU;AT;Aguardando analise
 PA-1500107-DCFC8E6011124A8B84EACE472623C825;29.2087;PA;Abaetetuba;0.4173;IRU;AT;Aguardando analise
 PA-1500107-4FE4D917CB1F4C2AB0318CD2B5FFAFE8;2.3602;PA;Abaetetuba;0.0337;IRU;AT;Aguardando analise
 PA-1500107-05D56D1032C14E4E846BCE162B29BEF5;4.8185;PA;Abaetetuba;0.0688;IRU;AT;Aguardando analise
 PA-1500107-AAA468EE39994348A931F94E0B3D491E;10.6085;PA;Abaetetuba;0.1516;IRU;AT;Aguardando analise
 PA-1500107-2EC18FD53E6040FFB42BAF07B52D0F60;54.3730;PA;Abaetetuba;0.7768;IRU;AT;Aguardando analise
 PA-1500107-F255513AC1934C9FADDBD1BAB2C6884E;3.8533;PA;Abaetetuba;0.0550;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-F0CE0B7C466345BEB46E456064BCEF1A;127.3348;PA;Abaetetuba;1.8191;IRU;AT;Aguardando analise
 PA-1500107-62E5A3CD7DC144EB87CABB69366E84DD;0.0792;PA;Abaetetuba;0.0011;IRU;AT;Aguardando analise
 PA-1500107-FD46BB967F35400CBE7E4894E47C4E44;0.5219;PA;Abaetetuba;0.0075;IRU;AT;Aguardando analise
 PA-1500107-FE97A06A4E834352BBC3CBDE47B398EC;8.1539;PA;Abaetetuba;0.1165;IRU;AT;Aguardando analise
 PA-1500107-A8B7AA75BBEC4A8399E27AD7DF75F96C;714.9719;PA;Abaetetuba;10.2139;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-DC1D14916C8E4B14A2C8191A3BE557BA;1497.5371;PA;Abaetetuba;21.3934;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-C2CCCA0E25814EEC9B282BF2BFF4FC1C;0.6963;PA;Abaetetuba;0.0099;IRU;AT;Aguardando analise
 PA-1500107-507293B4A008448E9BFBA92D37227107;21.6823;PA;Abaetetuba;0.3097;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-15F33C00E4B74D2A8F260DB2822BA6A0;46.3189;PA;Abaetetuba;0.6617;IRU;AT;Aguardando analise
 PA-1500107-0A7F59BADDC245B3AD0FDF8F218AEE01;4.3002;PA;Abaetetuba;0.0614;IRU;AT;Aguardando analise
 PA-1500107-74962996D1A0472F91F7448B610C5A9C;8.3120;PA;Abaetetuba;0.1187;IRU;AT;Aguardando analise
 PA-1500107-A86C35E7C0634215891EADBC6D0E368D;6.6311;PA;Abaetetuba;0.0947;IRU;AT;Aguardando analise
 PA-1500107-2B989CDDA0BC42F79B2E9A1734B617AE;4.6583;PA;Abaetetuba;0.0665;IRU;AT;Aguardando analise
 PA-1500107-72F4DC9261A4461699AD224F312F6833;2.7531;PA;Abaetetuba;0.0393;IRU;AT;Aguardando analise
 PA-1500107-B67B988E794D4011B623B624E4132377;4.0338;PA;Abaetetuba;0.0576;IRU;AT;Aguardando analise
 PA-1500107-A4E4B86337774C10B81F1E541F5B8573;378.5965;PA;Abaetetuba;5.4085;PCT;AT;Aguardando analise
 PA-1500107-7E106FC2777A40FD8083C6BC4A1436CE;0.2384;PA;Abaetetuba;0.0034;IRU;AT;Aguardando analise
 PA-1500107-4FF3757E072B4876A74D50331DDB92B0;8.0385;PA;Abaetetuba;0.1148;IRU;AT;Aguardando analise
 PA-1500107-7771907A063E4BF7AFA718E660CC71CA;11.0820;PA;Abaetetuba;0.1583;IRU;AT;Aguardando analise
 PA-1500107-2485C596281E4926AA4FDF90C686C965;9.4340;PA;Abaetetuba;0.1348;IRU;AT;Aguardando analise
 PA-1500107-1D3BF7436CDA46D7B8C1EEF4767A5A38;63.4377;PA;Abaetetuba;0.9063;IRU;AT;Aguardando analise
 PA-1500107-3F4A46B1263E4A849BF002C73041AB0F;1.7505;PA;Abaetetuba;0.0250;IRU;AT;Aguardando analise
 PA-1500107-EC270EDD62354286AE13933E791E709E;168.7732;PA;Abaetetuba;2.4110;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-8FBB2AD615F34AF0B228D9DFFB50FBCD;8.0665;PA;Abaetetuba;0.1152;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-1FD11AEF6A394A1DA0F1F6DF00E6B13F;1.0845;PA;Abaetetuba;0.0155;IRU;AT;Aguardando analise
 PA-1500107-F88AF31F848647D4ADFDB9BCF8C46260;206.4668;PA;Abaetetuba;2.9495;IRU;AT;Aguardando analise
 PA-1500107-BE359D8C580F405BB185E997AD7E5F07;28.0618;PA;Abaetetuba;0.4009;IRU;AT;Aguardando analise
 PA-1500107-5BFCB7F971C648F78DBA68B5AC35440A;3.1012;PA;Abaetetuba;0.0443;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-CF936930F2614F80B50AFCAD4E62D014;299.7770;PA;Abaetetuba;4.2825;IRU;AT;Aguardando analise
 PA-1500107-BF7A2CB521134327B19FA7DF09377A67;335.2363;PA;Abaetetuba;4.7891;IRU;AT;Aguardando analise
 PA-1500107-DA19C04059754EFEBA5A2340EBBC4B4C;21.5746;PA;Abaetetuba;0.3082;IRU;AT;Aguardando analise
 PA-1500107-FF142E1478CB49509482BC896B7C73D3;2.3863;PA;Abaetetuba;0.0341;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-A4C59F56B2EA4BB98AB2C537D524AFDE;24.8999;PA;Abaetetuba;0.3557;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-D07FD23DA71D41F0A58E8059BB8B57BB;0.6413;PA;Abaetetuba;0.0092;IRU;AT;Aguardando analise
 PA-1500107-75E8C3C257ED409B80B5EA858B05B2D9;218.2746;PA;Abaetetuba;3.1182;IRU;AT;Analisado sem pendências
 PA-1500107-EB84957B330A49329E5A391E8089C03F;1176.0730;PA;Abaetetuba;16.8010;IRU;AT;Analisado sem pendências
 PA-1500107-7E215BCFE9B846268D57ADFDEBC1E2AD;1258.3838;PA;Abaetetuba;17.9769;IRU;PE;Aguardando analise
 PA-1500107-A9C2607621634851B9330871A04BD6E4;20.2104;PA;Abaetetuba;0.2887;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-8E5A7F0ED25049309243AA6FA28AE3AD;2.3998;PA;Abaetetuba;0.0343;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-8C7E327885C146E488444B0F083AB8FA;15.4769;PA;Abaetetuba;0.2211;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-C3A75D3CEFB34AD18BB88DA74BFD7063;9.3645;PA;Abaetetuba;0.1338;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-ACB5217B77124B6A83BBF67ECC1A87B6;75.1671;PA;Abaetetuba;1.0738;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-55346EAFCCD0426886D23B749CBB8424;1.7884;PA;Abaetetuba;0.0255;IRU;AT;Aguardando analise
 PA-1500107-56C0DD96C79E4ACB8CD88483E3993E47;33.3269;PA;Abaetetuba;0.4761;IRU;AT;Aguardando analise
 PA-1500107-5003082DA1AA4FAD97525315589D9343;40.9812;PA;Abaetetuba;0.5854;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-640F894C0AE4492792AC08CE297F589C;4.0893;PA;Abaetetuba;0.0584;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-F47C06EC580D4BD09FAB82973528A21F;7.9209;PA;Abaetetuba;0.1132;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-4BB19EFC77114B688368C3ECD5741610;2.2523;PA;Abaetetuba;0.0322;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-FAD54C70B876400FB1188E678D897F11;67.3232;PA;Abaetetuba;0.9618;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-CD97E2EF27744137A6001A44B98E8FF5;17.0345;PA;Abaetetuba;0.2433;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-8E73227555D84D42B35F94CA4E139776;13.2931;PA;Abaetetuba;0.1899;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-F553F52B84B444BD8F088E62142779BB;4.8140;PA;Abaetetuba;0.0688;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-0FB4FF655A0941A689BEFCE8F856F122;37.8919;PA;Abaetetuba;0.5413;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-488D9DE5571142CA80E2190552929D65;29.6177;PA;Abaetetuba;0.4231;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-DA64B5C5710543A0A0DBC539F753391D;11.9658;PA;Abaetetuba;0.1709;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-DA2E95952DC640A8BF4F6E963307EC75;184.6507;PA;Abaetetuba;2.6379;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-42F5B537ED414286AB7E07DDA666510C;1.0591;PA;Abaetetuba;0.0151;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-761B7E6A98BF477D9469BE9CA6DA04CE;2.6014;PA;Abaetetuba;0.0372;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-60D4287254EA456F8DB5CEE9DA0E5865;26.8239;PA;Abaetetuba;0.3832;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-FBA47DAA75FA48D99636AEEAD892D074;3.4437;PA;Abaetetuba;0.0492;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-843FFEB6C8A649319B54DB72DF811F14;3.8300;PA;Abaetetuba;0.0547;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-493DA29F5331409E9E188B648F5466E0;0.3315;PA;Abaetetuba;0.0047;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-F5AE62A16A5B4C6D80D4E3A77AFCA121;3.3013;PA;Abaetetuba;0.0472;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-A918CE03BC54409FB687F25E019D6490;4.3391;PA;Abaetetuba;0.0620;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-BEEC1D7D7E73485293C7536B11B09180;8.2891;PA;Abaetetuba;0.1184;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-CE8E8C9942AE499F8B1C35BF173FE47C;70.8459;PA;Abaetetuba;1.0121;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO
 PA-1500107-DA05842054E84469A553C5CF7714F30C;5.2739;PA;Abaetetuba;0.0753;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-6F4BD5B42DB64CC094E6438685E4D309;0.8242;PA;Abaetetuba;0.0118;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-B211FDFE91714D6193091AF173112606;6.7722;PA;Abaetetuba;0.0967;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-161C91C6D54A442E9EE365D19C1FF27F;10.6132;PA;Abaetetuba;0.1516;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-F2E19EBB6D524960B9BCB8B4814F007A;24.2839;PA;Abaetetuba;0.3469;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-8A33E6ABBC2848E8861185E9F81C3D0E;19.7182;PA;Abaetetuba;0.2817;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-EB78DC5195F64BA981DCC410F870D398;8.8106;PA;Abaetetuba;0.1259;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-44B8A99001DD4276B748783B7F3374A8;8.4799;PA;Abaetetuba;0.1211;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-AD7BD11087AA42089EF228687FB49D37;19.5718;PA;Abaetetuba;0.2796;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-C3AC2B70222B46929724471493055EC3;6.0804;PA;Abaetetuba;0.0869;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-D9655DA57804435E8AEFF42C833032CD;10.9769;PA;Abaetetuba;0.1568;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
