                                                     car;area;uf;mun;modulo_fiscal;tipo_imovel;situacao;condicao                                                     
 PA-1500107-A6C74DFF79FB447CA6173FC811504B77;4.0138;PA;Abaetetuba;0.0573;IRU;AT;Aguardando analise
 PA-1500107-328ABE0113FD484EA48B0665C53CAA6F;692.5033;PA;Abaetetuba;9.8929;IRU;AT;Aguardando analise
 PA-1500107-B9AD8CEC741949F6A6C7E03F8332784B;19.0089;PA;Abaetetuba;0.2716;IRU;AT;Aguardando analise
 PA-1500107-D34B05D0B21448969BB6C093D1465510;3.8685;PA;Abaetetuba;0.0553;IRU;AT;Aguardando analise
 PA-1500107-14DE73DD9FB2436C9B879CD8B8EABEC6;24.1392;PA;Abaetetuba;0.3448;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-102C1D372AFD44D98F6CCA9FD131A424;4.6690;PA;Abaetetuba;0.0667;IRU;AT;Aguardando analise
 PA-1500107-862185FEA5CF4EE28AFA46C8B10D9664;0.1819;PA;Abaetetuba;0.0026;IRU;AT;Aguardando analise
 PA-1500107-36FD1EE4E67F457AAFB81AE84B8A35DB;7.9697;PA;Abaetetuba;0.1139;IRU;AT;Aguardando analise
 PA-1500107-9E2963D14A4942D4B606A719A022C284;60.2596;PA;Abaetetuba;0.8609;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-F69C108BA3474C459A8CFBF06EE8DD97;6.2542;PA;Abaetetuba;0.0893;IRU;AT;Aguardando analise
 PA-1500107-2AC78DF90C24468AA1C73B0B3DFF25A7;10.6183;PA;Abaetetuba;0.1517;IRU;AT;Aguardando analise
 PA-1500107-C88B5718099E46499F377EFA1DFA8CAF;43.5422;PA;Abaetetuba;0.6220;IRU;AT;Aguardando analise
 PA-1500107-2E3ADEACBD4940BFB27BA4CA43437D72;21.9402;PA;Abaetetuba;0.3134;IRU;AT;Aguardando analise
 PA-1500107-73682F2EAEAD4080860D603E87E43BF2;33.5072;PA;Abaetetuba;0.4787;IRU;AT;Aguardando analise
 PA-1500107-CA5B6963B2754561AD8A4FEA7F68F1EF;25.9046;PA;Abaetetuba;0.3701;IRU;AT;Aguardando analise
 PA-1500107-5F42C745AED3492DA9596D11D15FE96F;3.7350;PA;Abaetetuba;0.0534;IRU;AT;Aguardando analise
 PA-1500107-57B01FFEEF794D27AF502E4033D49710;5.1022;PA;Abaetetuba;0.0729;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-557B4F316F7B4B00AE2DB40849D78720;532.6573;PA;Abaetetuba;7.6094;IRU;AT;Aguardando analise
 PA-1500107-41871528A51842F89C11DA618294670E;50.2603;PA;Abaetetuba;0.7180;IRU;AT;Aguardando analise
 PA-1500107-79D2F58FEF36424FBECA31A75E00FB87;1.0627;PA;Abaetetuba;0.0152;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-EF486D9E36074FFD9D48C4DCFE74459B;9.7286;PA;Abaetetuba;0.1390;IRU;AT;Em análise
 PA-1500107-E6139E6D438C43A39454A980D5B0FB19;4.6498;PA;Abaetetuba;0.0664;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-70044F551BFE4BBE9D1727824FF2DAC1;7.5961;PA;Abaetetuba;0.1085;IRU;AT;Aguardando analise
 PA-1500107-A804601F381B445A9589EE8D1150AE14;22.4499;PA;Abaetetuba;0.3207;IRU;AT;Aguardando analise
 PA-1500107-5707EB5A6BE7456BB9A5758F5BE57A34;9.9896;PA;Abaetetuba;0.1427;IRU;AT;Aguardando analise
 PA-1500107-0EC9CFBA32B24118B91880D3A7184F43;80.7481;PA;Abaetetuba;1.1535;IRU;AT;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-4B2C5C2A7D13440C8AA1B40C886C19E8;226.0872;PA;Abaetetuba;3.2298;IRU;AT;Aguardando analise
 PA-1500107-B460152BB37144CAB9E279E604D50B91;12.4274;PA;Abaetetuba;0.1775;IRU;AT;Aguardando analise
 PA-1500107-F0DD78CADEA84557906C616A68AAEBB5;3.8031;PA;Abaetetuba;0.0543;IRU;AT;Aguardando analise
 PA-1500107-5C1BB7C5BF164B55A28CECE82103CD2A;4.3569;PA;Abaetetuba;0.0622;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-7779EA52359A4F53BFD0873D94CB151D;5.6743;PA;Abaetetuba;0.0811;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-2FB6F677F148415099738A038741CBA4;1.2908;PA;Abaetetuba;0.0184;IRU;AT;Aguardando analise
 PA-1500107-1EEEEE573CCD4600A66CC84E1198EA93;22.4094;PA;Abaetetuba;0.3201;IRU;AT;Aguardando análise
 PA-1500107-B837E4BA14904ACBAC223BBE38EDBBAB;2.3005;PA;Abaetetuba;0.0329;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-C6207043DFA242D4811B6D92D99952DE;37.5365;PA;Abaetetuba;0.5362;IRU;AT;Aguardando analise
 PA-1500107-B0AD72E0CE4B43019FE32EF9BD5F52E7;0.6696;PA;Abaetetuba;0.0096;IRU;AT;Aguardando analise
 PA-1500107-E19F6223577F456C87ED1F8742D0D841;62.0058;PA;Abaetetuba;0.8858;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-7D2E3AD776E9484596361A267DD1A07F;4.2709;PA;Abaetetuba;0.0610;IRU;AT;Aguardando analise
 PA-1500107-E5D3B2E2F6C84D1F9B5377B09609DFD3;1.0869;PA;Abaetetuba;0.0155;IRU;AT;Aguardando analise
 PA-1500107-5FF0326E18F545DAADCC625CC613B1D1;69.8721;PA;Abaetetuba;0.9982;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-AD8CAEB54587473C88AE8EEBEFE4BC2B;24.8921;PA;Abaetetuba;0.3556;IRU;AT;Aguardando analise
 PA-1500107-C7945AEDBAB546CEAAC938AB834AE786;4.8814;PA;Abaetetuba;0.0697;IRU;AT;Aguardando analise
 PA-1500107-FC1BC109F743443DB488F8A4962AB25A;0.6555;PA;Abaetetuba;0.0094;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-E70493410FCF4803904E07EC45DC7638;0.7051;PA;Abaetetuba;0.0101;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-39EBCB0593584E7A9F1EEB8B799BE849;1.2054;PA;Abaetetuba;0.0172;IRU;AT;Aguardando analise
 PA-1500107-1A4D03EB70E341D5A9585D54A3D19C28;19.6983;PA;Abaetetuba;0.2814;IRU;AT;Aguardando analise
 PA-1500107-F5602D94D0824409A891560B6BB41F01;27.7447;PA;Abaetetuba;0.3964;IRU;AT;Aguardando analise
 PA-1500107-0A96E9622B42410BAFE7CC77A83582A7;36.1277;PA;Abaetetuba;0.5161;IRU;AT;Aguardando analise
 PA-1500107-8154A6E803D346E5AD82531E32AD83A2;0.5580;PA;Abaetetuba;0.0080;IRU;AT;Aguardando analise
 PA-1500107-9A710672486345A39B78CCF65B1D8739;17.0100;PA;Abaetetuba;0.2430;IRU;AT;Aguardando analise
 PA-1500107-E05E76EBF91B41BABEAA0B585896585A;0.5630;PA;Abaetetuba;0.0080;IRU;AT;Aguardando analise
 PA-1500107-C5E24C0A5DEB4F44AD914C6FF8EF2676;0.5660;PA;Abaetetuba;0.0081;IRU;AT;Aguardando analise
 PA-1500107-115B0577168A4163B4012C7529CF7E93;45.4365;PA;Abaetetuba;0.6491;IRU;AT;Aguardando analise
 PA-1500107-E8D0966DEE25412394AD70CF7C7774D6;8.9509;PA;Abaetetuba;0.1279;IRU;AT;Aguardando analise
 PA-1500107-0B51FCFD8DC044AA8C4E34EF88B4F1FB;4.9975;PA;Abaetetuba;0.0714;IRU;AT;Aguardando analise
 PA-1500107-ED4922F4D7CC4AF08951A57447C7790B;4.9975;PA;Abaetetuba;0.0714;IRU;AT;Aguardando analise
 PA-1500107-E6A1DEF3D4824D1896907575692B6BA6;4.9975;PA;Abaetetuba;0.0714;IRU;AT;Aguardando analise
 PA-1500107-F8C732D2F7C64B1997C92C6186952859;4.9975;PA;Abaetetuba;0.0714;IRU;AT;Aguardando analise
 PA-1500107-7352D46DC9C94749B54E5CC6701D1EF1;2.7370;PA;Abaetetuba;0.0391;IRU;AT;Aguardando analise
 PA-1500107-D2238623C2B840D293E89BE003B0479E;27.2321;PA;Abaetetuba;0.3890;IRU;AT;Aguardando analise
 PA-1500107-ED5D41A640C7448299D42D392AE84C82;14.4807;PA;Abaetetuba;0.2069;IRU;AT;Aguardando analise
 PA-1500107-57BF661F624E414594D9A0B7C6601D7D;4.6891;PA;Abaetetuba;0.0670;IRU;AT;Aguardando analise
 PA-1500107-775C0A647A354ED6B059ECD0C7C0190F;240.2532;PA;Abaetetuba;3.4322;IRU;AT;Aguardando analise
 PA-1500107-F2D66225D4094E6C8849B1862A2AFC62;2.4703;PA;Abaetetuba;0.0353;IRU;AT;Aguardando analise
 PA-1500107-47CDFA3364A749E2B82EC24C1AC35AF6;1.8503;PA;Abaetetuba;0.0264;IRU;AT;Aguardando analise
 PA-1500107-F5C4CDDF41254D80809BA32F65EC8053;20.3509;PA;Abaetetuba;0.2907;IRU;AT;Aguardando analise
 PA-1500107-E9A764A07D3346F1BF49891BEB7BE6B7;143.3248;PA;Abaetetuba;2.0475;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-34450318F41540B5A34E19A3DE7567F8;2.8515;PA;Abaetetuba;0.0407;IRU;AT;Aguardando analise
 PA-1500107-4D9C650EB6174CEC92D6606153B6179D;29.3864;PA;Abaetetuba;0.4198;IRU;AT;Aguardando analise
 PA-1500107-FB6F936FF01E431E9E55E5DD43D91424;4.0782;PA;Abaetetuba;0.0583;IRU;AT;Aguardando analise
 PA-1500107-9D503BDF890E443D980178B9CD15052E;4.5068;PA;Abaetetuba;0.0644;IRU;AT;Aguardando analise
 PA-1500107-953AD86A16C94500924DB22656708713;31.6588;PA;Abaetetuba;0.4523;IRU;AT;Aguardando analise
 PA-1500107-CB27169BD7BE4A8A940935D8142F7370;33.9777;PA;Abaetetuba;0.4854;IRU;AT;Aguardando analise
 PA-1500107-48AB97673DA1430CA622099A96344E9B;18.3092;PA;Abaetetuba;0.2616;IRU;AT;Aguardando analise
 PA-1500107-D7B53FDBEFD74085855E3BAA1ACFBE2D;5.4560;PA;Abaetetuba;0.0779;IRU;AT;Aguardando analise
 PA-1500107-736F1F98BDBF4910B1CF1450CE536A36;18.1154;PA;Abaetetuba;0.2588;IRU;AT;Aguardando analise
 PA-1500107-B8DDF1DCCD29404DB8CFA9FF6C3E7798;61.8574;PA;Abaetetuba;0.8837;IRU;AT;Aguardando analise
 PA-1500107-5180FAF1A3FE4DDF995CA2130575D9B2;8.8149;PA;Abaetetuba;0.1259;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-E40A541197614F9789BE5CB225D53B12;12.9152;PA;Abaetetuba;0.1845;IRU;AT;Aguardando analise
 PA-1500107-73A2EB7699D04A79BED0CDE2E61F2C89;8.3078;PA;Abaetetuba;0.1187;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-8E23838BF50849788E9C9475E6BB9433;6.0754;PA;Abaetetuba;0.0868;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-B7E5975A2F4D4FA7B8B8B5C065790386;7.8268;PA;Abaetetuba;0.1118;IRU;AT;Aguardando analise
 PA-1500107-525255933509470885612FDD883183D0;18.3502;PA;Abaetetuba;0.2621;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-166B39F1A09C4AEBB3682F891C127846;1.2296;PA;Abaetetuba;0.0176;IRU;AT;Aguardando analise
 PA-1500107-C8D7D6B99EE7453EB10FFB7C67620988;3.1841;PA;Abaetetuba;0.0455;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-8618473E12344772BBBA87326F86F208;0.9523;PA;Abaetetuba;0.0136;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-8C15CE15F0B547CABC323AB0A9E15B34;0.1599;PA;Abaetetuba;0.0023;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-A6BF21E3CA09455E91675548A80559EB;58.8783;PA;Abaetetuba;0.8411;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-99C9E646CC034647946950C355E2451A;9.7300;PA;Abaetetuba;0.1390;IRU;AT;Aguardando analise
 PA-1500107-ABA2771281314C06B4EFDFC137013F3B;54.4564;PA;Abaetetuba;0.7779;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-6E19758065D64D23B86A7B756E7B46CF;0.6982;PA;Abaetetuba;0.0100;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-8EE310B334B44E2A8915A6E5EB1FD729;1.1369;PA;Abaetetuba;0.0162;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-9581B9166BE54469A558CFA73C5E3242;44.6600;PA;Abaetetuba;0.6380;IRU;AT;Aguardando análise
 PA-1500107-F4AB4DE5604C45A38258E8A2EF51474A;22.6149;PA;Abaetetuba;0.3231;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-B3F829D1DFED4F119298354256318C75;5.4536;PA;Abaetetuba;0.0779;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-2699CB0EF19B4CDEB4BF90059C1A0F6E;610.0622;PA;Abaetetuba;8.7152;IRU;AT;Aguardando análise
 PA-1500107-5C2C10FB365F4B9EA4EC77E0B53CEB56;176.5414;PA;Abaetetuba;2.5220;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-CFE6863D046A4C1C8FE6E1E1653C8800;588.1727;PA;Abaetetuba;8.4025;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-8CEEB1B747D44AD584B2296187DFE999;1.9790;PA;Abaetetuba;0.0283;IRU;AT;Aguardando analise
 PA-1500107-200927D923244833A4752239CC6F3152;2.1463;PA;Abaetetuba;0.0307;IRU;AT;Aguardando analise
 PA-1500107-CB44BA4B3E15487D82A9D48C60958C2B;2.1050;PA;Abaetetuba;0.0301;IRU;AT;Aguardando analise
 PA-1500107-100FB50C199C41528A5229677F498417;13.2046;PA;Abaetetuba;0.1886;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-C86E1AC6D4CD4774B480D8A5757A54DB;5.2500;PA;Abaetetuba;0.0750;IRU;PE;ANALISADO_COM_PENDENCIAS_AGUARDANDO_RETIFICACAO_E_OU_APRESENTACAO_DOCUMENTOS
 PA-1500107-370B1203AEF648A58CB1E79DA3CB397A;80.5384;PA;Abaetetuba;1.1505;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-88B560DEE37F4828AB6C49FF97ABA0A0;61.7784;PA;Abaetetuba;0.8825;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-F8E0FC392F754D27BA2B644B5F0A2593;215.5433;PA;Abaetetuba;3.0792;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-42C45162BCCB48B7B8FBC1000E15D054;21.3566;PA;Abaetetuba;0.3051;IRU;AT;Aguardando análise
 PA-1500107-B0F42B25E90A4E7C804812E054EE4FDD;38.6447;PA;Abaetetuba;0.5521;IRU;AT;Aguardando análise
 PA-1500107-7BB0B885F10748FC866561254BB31859;53.0310;PA;Abaetetuba;0.7576;IRU;AT;Aguardando análise
 PA-1500107-A78C011804EE40C295707783870B7866;14.7008;PA;Abaetetuba;0.2100;IRU;AT;Aguardando análise
 PA-1500107-5E474608A0134D7AB0116395D4F6B805;33.1335;PA;Abaetetuba;0.4733;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-C90D137A09F54E5D84E2E24F377D2D36;3.3091;PA;Abaetetuba;0.0473;IRU;AT;Aguardando análise
 PA-1500107-CEA8966D717A4F5CB9E66B9A3CFA9B0A;1.1135;PA;Abaetetuba;0.0159;IRU;AT;Aguardando análise
 PA-1500107-6112A73EBE6B443B93E6415BF1572030;27.8736;PA;Abaetetuba;0.3982;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-01268F4A5CE7444FA18A584122E53AEE;157.2815;PA;Abaetetuba;2.2469;IRU;AT;Aguardando análise
 PA-1500107-DCCAA83DCB3E4047BD6E02B055E69BCD;22.9700;PA;Abaetetuba;0.3281;IRU;AT;Aguardando análise
 PA-1500107-2413624C46C444F5A1656AFEAF4D4433;39.5855;PA;Abaetetuba;0.5655;IRU;AT;Aguardando análise
 PA-1500107-92EC11C8235C4511AA75093366259FB4;10.3923;PA;Abaetetuba;0.1485;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-483CA93803754EC993513D3A76D05B07;62.9524;PA;Abaetetuba;0.8993;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-A612198412344EF98E9C37CEA6A002DB;199.1888;PA;Abaetetuba;2.8456;IRU;AT;Aguardando análise
 PA-1500107-9D539B37E3C34AF8B4C7AB30348B627C;3.3308;PA;Abaetetuba;0.0476;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-4D15B35155DC4730B8F38D626D0F1394;4.9689;PA;Abaetetuba;0.0710;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-89253FD0430A4A44AADA81C31D4EEE78;11.8945;PA;Abaetetuba;0.1699;IRU;AT;Aguardando análise
 PA-1500107-CCD2ED2705C14C0FBE4FCDA7F19FBA9C;16.5974;PA;Abaetetuba;0.2371;IRU;AT;Aguardando analise
 PA-1500107-1FA1FD8FEF3A470A88487AC9FC584119;3.3078;PA;Abaetetuba;0.0473;IRU;AT;Aguardando análise
 PA-1500107-3E7CEE67EF524216ADFF862CEEB2393A;14.3595;PA;Abaetetuba;0.2051;IRU;AT;Aguardando análise
 PA-1500107-C16F32A1A30242B9827A43509F2FDA7C;94.7591;PA;Abaetetuba;1.3537;IRU;AT;Aguardando análise
 PA-1500107-F2C604ACE8464BC2AF4057BE4E6800DE;2.6583;PA;Abaetetuba;0.0380;IRU;AT;Aguardando análise
 PA-1500107-CF4A127651B547AB89644A69E8D46E3D;19.8591;PA;Abaetetuba;0.2837;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-132475662CF9417D9EF67EFE8DC5974A;25.0303;PA;Abaetetuba;0.3576;IRU;AT;Aguardando análise
 PA-1500107-8471E86160C14B078B8FA57E67EB5FC5;435.7202;PA;Abaetetuba;6.2246;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-23A3026A698E409E9F204E394C860C73;10.0146;PA;Abaetetuba;0.1431;IRU;AT;Aguardando análise
 PA-1500107-1C21CF6310BF4EAFB97E62D7A9056C32;42.1346;PA;Abaetetuba;0.6019;IRU;AT;Aguardando análise
 PA-1500107-4EA99E0B22BD450B8C81A5417E785136;282.9603;PA;Abaetetuba;4.0423;IRU;AT;Aguardando análise
 PA-1500107-ABB582684FDE4F27A990E86A88085F93;8.5279;PA;Abaetetuba;0.1218;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-6494FC737BE54E9D80B461FE63F0E2FA;32.2244;PA;Abaetetuba;0.4603;IRU;AT;Aguardando análise
 PA-1500107-1B7DA8B4779248B592D0A98192A20A58;84.1374;PA;Abaetetuba;1.2020;IRU;AT;Aguardando análise
 PA-1500107-F2D40F4327C94E0A9EF87BBF2C21AF79;0.3686;PA;Abaetetuba;0.0053;IRU;AT;Aguardando análise
 PA-1500107-0E47DDA4A2214BD3A7F2B7C9DED6706D;3.5566;PA;Abaetetuba;0.0508;IRU;AT;Aguardando análise
 PA-1500107-686EA4B4266D4FA4AB4A6D2897A6E523;18.5242;PA;Abaetetuba;0.2646;IRU;AT;Aguardando análise
 PA-1500107-C5885D48A1DB405595C57B6EEE6AB3B3;12.2563;PA;Abaetetuba;0.1751;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-B344D4EEFEE3429689BEF1685ABECB67;12.1775;PA;Abaetetuba;0.1740;IRU;AT;Aguardando análise
 PA-1500107-10E2E7D4F13A4BFDA520E895EC46DC6B;2758.3377;PA;Abaetetuba;0.0541;AST;PE;Aguardando analise
 PA-1500107-E12815283C604CE582178DC535497F17;39.8775;PA;Abaetetuba;0.5697;IRU;AT;Aguardando análise
 PA-1500107-825EBA1CAA6D49F89335B223348B9724;9.3998;PA;Abaetetuba;0.1343;IRU;AT;Aguardando análise
 PA-1500107-947C4EF7912842C4A266557A21B0B23C;1.9270;PA;Abaetetuba;0.0275;IRU;AT;Aguardando análise
 PA-1500107-F964812F2AEE4735ADE4E4C491FB4FCF;3.2455;PA;Abaetetuba;0.0464;IRU;AT;Aguardando análise
 PA-1500107-3E3C96966EC94896BD49736DA78D0517;23.8631;PA;Abaetetuba;0.3409;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-0BBEA51B7D0B431D8F0084FD11F36C4C;0.6697;PA;Abaetetuba;0.0096;IRU;AT;Aguardando análise
 PA-1500107-F9DECA80570B4E909B66053BA5B7209A;5.1434;PA;Abaetetuba;0.0735;IRU;AT;Aguardando análise
 PA-1500107-3BCF824286224A52A6E69A914928DF92;0.8464;PA;Abaetetuba;0.0121;IRU;AT;Aguardando análise
 PA-1500107-AEC21F0FA86C47D2BD9C7C7EE2442477;37.6338;PA;Abaetetuba;0.5376;IRU;AT;Aguardando análise
 PA-1500107-CFA7AAEE0FF94A6B99BDD151E4EC453D;4.8445;PA;Abaetetuba;0.0692;IRU;AT;Aguardando análise
 PA-1500107-EF2B0FD1951D46EA992D09C2C896512E;6.2499;PA;Abaetetuba;0.0893;IRU;AT;Aguardando análise
 PA-1500107-6DBC7CB8756142D096B2220230ABD300;34.9871;PA;Abaetetuba;0.4998;IRU;AT;Aguardando análise
 PA-1500107-6348D82A8CC244FDABCF2BD8A457804E;0.1390;PA;Abaetetuba;0.0020;IRU;AT;Aguardando análise
 PA-1500107-99A2F13A85184DA9A249743229F137B1;54.4629;PA;Abaetetuba;0.7780;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-3B5C119C934343D2BA44C4C586826D19;4.1268;PA;Abaetetuba;0.0590;IRU;AT;Aguardando análise
 PA-1500107-4D9D3ECA4C5644629E06B893514B74C8;13.6257;PA;Abaetetuba;0.1947;IRU;AT;Aguardando análise
 PA-1500107-44193F8C8F2447CF95EDEDFCD9CA2F47;1.1552;PA;Abaetetuba;0.0165;IRU;AT;Aguardando análise
 PA-1500107-4E5767B0255D458996A78912E2EFFEFD;2.0912;PA;Abaetetuba;0.0299;IRU;AT;Aguardando analise
 PA-1500107-DB7FF3EA920B4CD99EC4AAD715BDE152;2.1119;PA;Abaetetuba;0.0302;IRU;AT;Aguardando analise
 PA-1500107-D6C671FBC17F4E55855DD84B9799BA3E;2.1394;PA;Abaetetuba;0.0306;IRU;AT;Aguardando analise
 PA-1500107-7037EFC349354454B48AC034311D6C35;1.3987;PA;Abaetetuba;0.0200;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-4B53C60BE8FB42738F446C1D26A129E8;3.4291;PA;Abaetetuba;0.0490;IRU;AT;Aguardando análise
 PA-1500107-0185705B0D8C49C4AC8D2219DBF352DC;0.1942;PA;Abaetetuba;0.0028;IRU;AT;Aguardando análise
 PA-1500107-71E61CB6727243DF92A899FD98EBB43C;6.7454;PA;Abaetetuba;0.0964;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-13D6DA5ECF714B70AEDE97C68523A34B;4.7189;PA;Abaetetuba;0.0674;IRU;AT;Aguardando análise
 PA-1500107-DFCC313C88D940A6941E9E70DDBCFF34;96.0305;PA;Abaetetuba;1.3719;IRU;AT;Aguardando análise
 PA-1500107-B7BFC271B46F47B2A6763DE4F6A9E1B8;21.4930;PA;Abaetetuba;0.3070;IRU;AT;Aguardando análise
 PA-1500107-CEA2A5942CC24BE98FB70E07ED7DD765;8.3377;PA;Abaetetuba;0.1191;IRU;AT;Aguardando análise
 PA-1500107-4C81B6CC53C445FEB189C65AEDCA520A;89.0359;PA;Abaetetuba;1.2719;IRU;AT;Aguardando análise
 PA-1500107-9DEC482538A641E8BEBEBBB824325C66;2.1026;PA;Abaetetuba;0.0300;IRU;AT;Aguardando análise
 PA-1500107-41BB95105D5742A2B542BF3621877882;3.3920;PA;Abaetetuba;0.0485;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-79ED5EC5D1B24A2085775EBE08E7C943;1.2024;PA;Abaetetuba;0.0172;IRU;AT;Aguardando análise
 PA-1500107-FE89111D10894C8BB67E5C3BBF247EF7;2.1471;PA;Abaetetuba;0.0307;IRU;AT;Aguardando análise
 PA-1500107-FA4EE0B0EBA144ED8DE9AD0D2053C7B7;107.9393;PA;Abaetetuba;1.5420;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-72EC689BE369446283AFD2EA35E452D4;3.1952;PA;Abaetetuba;0.0456;IRU;AT;Aguardando análise
 PA-1500107-1EB51394DE3A4767A3C409C17E7E5895;0.2004;PA;Abaetetuba;0.0029;IRU;AT;Aguardando análise
 PA-1500107-F6CAF20D08714DD3B60BEE6B2FB41AA4;0.7600;PA;Abaetetuba;0.0109;IRU;AT;Aguardando análise
 PA-1500107-845C8721A2AD4E068453E628ABCB41DF;3.5427;PA;Abaetetuba;0.0506;IRU;AT;Aguardando análise
 PA-1500107-A39C6AAC5D6B45D1B4EF4A7C0F3F74B4;0.7367;PA;Abaetetuba;0.0105;IRU;AT;Aguardando análise
 PA-1500107-39DC25A70B0E48588FA0BB9CCF6672FA;14.2231;PA;Abaetetuba;0.2032;IRU;AT;Aguardando análise
 PA-1500107-E033E42DCBB04BE487C30CE1A9710616;3.5221;PA;Abaetetuba;0.0503;IRU;AT;Aguardando análise
 PA-1500107-1E4620754CAB4485AEEA4AC54C910A4A;3.3200;PA;Abaetetuba;0.0474;IRU;AT;Aguardando análise
 PA-1500107-BFD73444AC4C4F68AA3A1BD74430123A;0.7894;PA;Abaetetuba;0.0113;IRU;AT;Aguardando análise
 PA-1500107-6409FE4BA34241FFBD56DD099B1F9F73;2.9591;PA;Abaetetuba;0.0423;IRU;AT;Aguardando análise
 PA-1500107-A7E2867A53C44F2A9A6E14C6BF05DBE8;3.5103;PA;Abaetetuba;0.0501;IRU;AT;Aguardando análise
 PA-1500107-21F470B7D18444EFBFF5FFC692B6D438;2.8208;PA;Abaetetuba;0.0403;IRU;AT;Aguardando análise
 PA-1500107-C0FA7543FD0846109CF2A9B21FFB1518;60.8945;PA;Abaetetuba;0.8699;IRU;AT;Aguardando análise
