"nome_mesoreg";"DIMENSAO";"bs_mean";"nMun";"nExec";"munAmostrados"
"Baixo Amazonas";"DIM_ECONOMICA";42,9292222222222;9;16;"1504802,1505304,1503903,1505650,1503002,1506005,1506807,1505106,1500503"
"Baixo Amazonas";"DIM_SOCIAL";43,2926666666667;9;16;"1504802,1505304,1503903,1505650,1503002,1506005,1506807,1505106,1500503"
"Sudoeste Paraense";"DIM_AMBIENTAL";43,3772222222222;9;16;"1508050,1500602,1505031,1501006,1508159,1503606,1505486,1506195,1500859"
"Sudoeste Paraense";"DIM_ECONOMICA";46,508;9;16;"1508050,1500602,1505031,1501006,1508159,1503606,1505486,1506195,1500859"
"Sudoeste Paraense";"DIM_SOCIAL";42,8702222222222;9;16;"1508050,1500602,1505031,1501006,1508159,1503606,1505486,1506195,1500859"
"Metropolitana de Belém";"DIM_AMBIENTAL";61,5462962962963;9;16;"1501303,1501907,1507003,1502400,1500800,1501501,1506500,1506351,1501402"
"Metropolitana de Belém";"DIM_ECONOMICA";54,9681111111111;9;16;"1501303,1501907,1507003,1502400,1500800,1501501,1506500,1506351,1501402"
"Metropolitana de Belém";"DIM_SOCIAL";56,3311111111111;9;16;"1501303,1501907,1507003,1502400,1500800,1501501,1506500,1506351,1501402"
"Nordeste Paraense";"DIM_AMBIENTAL";49,3066666666667;3;17;"1503457,1503309,1507961"
"Nordeste Paraense";"DIM_ECONOMICA";45,4796666666667;3;17;"1503457,1503309,1507961"
"Nordeste Paraense";"DIM_SOCIAL";41,4146666666667;3;17;"1503457,1503309,1507961"
"Sudeste Paraense";"DIM_AMBIENTAL";38,3461111111111;3;17;"1506161,1506138,1502954"
"Sudeste Paraense";"DIM_ECONOMICA";54,447;3;17;"1506161,1506138,1502954"
"Sudeste Paraense";"DIM_SOCIAL";53,618;3;17;"1506161,1506138,1502954"
"Marajó";"DIM_AMBIENTAL";42,2566666666667;3;17;"1502509,1502806,1507706"
"Marajó";"DIM_ECONOMICA";34,6273333333333;3;17;"1502509,1502806,1507706"
"Marajó";"DIM_SOCIAL";31,92;3;17;"1502509,1502806,1507706"
"Baixo Amazonas";"DIM_AMBIENTAL";38,4383333333333;3;17;"1502855,1505908,1503002"
"Baixo Amazonas";"DIM_ECONOMICA";39,2483333333333;3;17;"1502855,1505908,1503002"
"Baixo Amazonas";"DIM_SOCIAL";41,974;3;17;"1502855,1505908,1503002"
"Sudoeste Paraense";"DIM_AMBIENTAL";42,1105555555556;3;17;"1501725,1500859,1504455"
"Sudoeste Paraense";"DIM_ECONOMICA";40,422;3;17;"1501725,1500859,1504455"
"Sudoeste Paraense";"DIM_SOCIAL";40,6386666666667;3;17;"1501725,1500859,1504455"
"Metropolitana de Belém";"DIM_AMBIENTAL";58,1633333333333;3;17;"1504422,1500800,1501907"
"Metropolitana de Belém";"DIM_ECONOMICA";53,1893333333333;3;17;"1504422,1500800,1501907"
"Metropolitana de Belém";"DIM_SOCIAL";55,4246666666667;3;17;"1504422,1500800,1501907"
"Nordeste Paraense";"DIM_AMBIENTAL";48,5203333333333;5;17;"1507466,1503077,1505601,1504604,1503507"
"Nordeste Paraense";"DIM_ECONOMICA";39,3236;5;17;"1507466,1503077,1505601,1504604,1503507"
"Nordeste Paraense";"DIM_SOCIAL";46,9544;5;17;"1507466,1503077,1505601,1504604,1503507"
"Sudeste Paraense";"DIM_AMBIENTAL";43,5313333333333;5;17;"1505551,1505502,1503705,1508126,1506583"
"Sudeste Paraense";"DIM_ECONOMICA";49,311;5;17;"1505551,1505502,1503705,1508126,1506583"
"Sudeste Paraense";"DIM_SOCIAL";44,0568;5;17;"1505551,1505502,1503705,1508126,1506583"
"Marajó";"DIM_AMBIENTAL";51,333;5;17;"1507904,1505700,1506401,1501105,1503101"
"Marajó";"DIM_ECONOMICA";40,5314;5;17;"1507904,1505700,1506401,1501105,1503101"
"Marajó";"DIM_SOCIAL";42,3936;5;17;"1507904,1505700,1506401,1501105,1503101"
"Baixo Amazonas";"DIM_AMBIENTAL";49,5086666666667;5;17;"1506807,1505106,1503002,1503903,1507979"
"Baixo Amazonas";"DIM_ECONOMICA";43,4946;5;17;"1506807,1505106,1503002,1503903,1507979"
"Baixo Amazonas";"DIM_SOCIAL";48,5264;5;17;"1506807,1505106,1503002,1503903,1507979"
"Sudoeste Paraense";"DIM_AMBIENTAL";47,3983333333333;5;17;"1505031,1504455,1503606,1508357,1506195"
"Sudoeste Paraense";"DIM_ECONOMICA";45,391;5;17;"1505031,1504455,1503606,1508357,1506195"
"Sudoeste Paraense";"DIM_SOCIAL";44,4196;5;17;"1505031,1504455,1503606,1508357,1506195"
"Metropolitana de Belém";"DIM_AMBIENTAL";64,3836666666667;5;17;"1504422,1501402,1506500,1501303,1503408"
"Metropolitana de Belém";"DIM_ECONOMICA";57,3754;5;17;"1504422,1501402,1506500,1501303,1503408"
"Metropolitana de Belém";"DIM_SOCIAL";54,9696;5;17;"1504422,1501402,1506500,1501303,1503408"
"Nordeste Paraense";"DIM_AMBIENTAL";49,3642857142857;7;17;"1500958,1504109,1508035,1505205,1507102,1501956,1505007"
"Nordeste Paraense";"DIM_ECONOMICA";39,2955714285714;7;17;"1500958,1504109,1508035,1505205,1507102,1501956,1505007"
"Nordeste Paraense";"DIM_SOCIAL";43,2871428571429;7;17;"1500958,1504109,1508035,1505205,1507102,1501956,1505007"
"Sudeste Paraense";"DIM_AMBIENTAL";42,4640476190476;7;17;"1503705,1502152,1502707,1505494,1505551,1501576,1502954"
"Sudeste Paraense";"DIM_ECONOMICA";49,4717142857143;7;17;"1503705,1502152,1502707,1505494,1505551,1501576,1502954"
"Sudeste Paraense";"DIM_SOCIAL";48,2422857142857;7;17;"1503705,1502152,1502707,1505494,1505551,1501576,1502954"
"Marajó";"DIM_AMBIENTAL";50,0488095238095;7;17;"1500701,1501105,1503101,1501808,1504505,1500305,1507706"
"Marajó";"DIM_ECONOMICA";38,367;7;17;"1500701,1501105,1503101,1501808,1504505,1500305,1507706"
"Marajó";"DIM_SOCIAL";30,9797142857143;7;17;"1500701,1501105,1503101,1501808,1504505,1500305,1507706"
"Baixo Amazonas";"DIM_AMBIENTAL";41,5290476190476;7;17;"1507979,1502855,1500503,1505650,1505908,1504802,1503002"
"Baixo Amazonas";"DIM_ECONOMICA";41,8074285714286;7;17;"1507979,1502855,1500503,1505650,1505908,1504802,1503002"
"Baixo Amazonas";"DIM_SOCIAL";43,1991428571429;7;17;"1507979,1502855,1500503,1505650,1505908,1504802,1503002"
"Sudoeste Paraense";"DIM_AMBIENTAL";44,7909523809524;7;17;"1503754,1507805,1503606,1505031,1506195,1508357,1508050"
"Sudoeste Paraense";"DIM_ECONOMICA";46,2394285714286;7;17;"1503754,1507805,1503606,1505031,1506195,1508357,1508050"
"Sudoeste Paraense";"DIM_SOCIAL";40,6708571428571;7;17;"1503754,1507805,1503606,1505031,1506195,1508357,1508050"
"Metropolitana de Belém";"DIM_AMBIENTAL";64,4861904761905;7;17;"1507003,1501501,1504422,1506500,1501303,1501402,1502400"
"Metropolitana de Belém";"DIM_ECONOMICA";58,4718571428571;7;17;"1507003,1501501,1504422,1506500,1501303,1501402,1502400"
"Metropolitana de Belém";"DIM_SOCIAL";58,5194285714286;7;17;"1507003,1501501,1504422,1506500,1501303,1501402,1502400"
"Nordeste Paraense";"DIM_AMBIENTAL";44,3305555555556;9;17;"1502301,1507607,1501709,1502756,1502202,1501600,1504000,1500909,1504703"
"Nordeste Paraense";"DIM_ECONOMICA";40,5971111111111;9;17;"1502301,1507607,1501709,1502756,1502202,1501600,1504000,1500909,1504703"
"Nordeste Paraense";"DIM_SOCIAL";43,1571111111111;9;17;"1502301,1507607,1501709,1502756,1502202,1501600,1504000,1500909,1504703"
"Sudeste Paraense";"DIM_AMBIENTAL";44,8788888888889;9;17;"1508126,1505502,1502707,1506708,1506187,1507300,1502939,1503093,1506583"
"Sudeste Paraense";"DIM_ECONOMICA";53,8891111111111;9;17;"1508126,1505502,1502707,1506708,1506187,1507300,1502939,1503093,1506583"
"Sudeste Paraense";"DIM_SOCIAL";45,6708888888889;9;17;"1508126,1505502,1502707,1506708,1506187,1507300,1502939,1503093,1506583"
"Marajó";"DIM_AMBIENTAL";49,2342592592593;9;17;"1502806,1507706,1507904,1503101,1506302,1504505,1502004,1500305,1506401"
"Marajó";"DIM_ECONOMICA";39,2144444444444;9;17;"1502806,1507706,1507904,1503101,1506302,1504505,1502004,1500305,1506401"
"Marajó";"DIM_SOCIAL";40,8066666666667;9;17;"1502806,1507706,1507904,1503101,1506302,1504505,1502004,1500305,1506401"
"Baixo Amazonas";"DIM_AMBIENTAL";44,1714814814815;9;17;"1501451,1505908,1507979,1502855,1505106,1505304,1503903,1506807,1504802"
"Baixo Amazonas";"DIM_ECONOMICA";42,1678888888889;9;17;"1501451,1505908,1507979,1502855,1505106,1505304,1503903,1506807,1504802"
"Baixo Amazonas";"DIM_SOCIAL";44,4984444444444;9;17;"1501451,1505908,1507979,1502855,1505106,1505304,1503903,1506807,1504802"
"Sudoeste Paraense";"DIM_AMBIENTAL";43,0640740740741;9;17;"1501006,1505031,1501725,1503754,1508159,1500859,1505486,1508357,1503606"
"Sudoeste Paraense";"DIM_ECONOMICA";44,0245555555556;9;17;"1501006,1505031,1501725,1503754,1508159,1500859,1505486,1508357,1503606"
"Sudoeste Paraense";"DIM_SOCIAL";42,094;9;17;"1501006,1505031,1501725,1503754,1508159,1500859,1505486,1508357,1503606"
"Metropolitana de Belém";"DIM_AMBIENTAL";60,6964814814815;9;17;"1504422,1502400,1503408,1507003,1501402,1501501,1500800,1501907,1506500"
"Metropolitana de Belém";"DIM_ECONOMICA";54,8088888888889;9;17;"1504422,1502400,1503408,1507003,1501402,1501501,1500800,1501907,1506500"
"Metropolitana de Belém";"DIM_SOCIAL";57,0473333333333;9;17;"1504422,1502400,1503408,1507003,1501402,1501501,1500800,1501907,1506500"
"Nordeste Paraense";"DIM_AMBIENTAL";39,6333333333333;3;18;"1507607,1503457,1503507"
"Nordeste Paraense";"DIM_ECONOMICA";45,553;3;18;"1507607,1503457,1503507"
"Nordeste Paraense";"DIM_SOCIAL";38,368;3;18;"1507607,1503457,1503507"
"Sudeste Paraense";"DIM_AMBIENTAL";41,7105555555556;3;18;"1500347,1502764,1507508"
"Sudeste Paraense";"DIM_ECONOMICA";47,7363333333333;3;18;"1500347,1502764,1507508"
"Sudeste Paraense";"DIM_SOCIAL";36,8273333333333;3;18;"1500347,1502764,1507508"
"Marajó";"DIM_AMBIENTAL";49,405;3;18;"1505700,1504901,1507904"
"Marajó";"DIM_ECONOMICA";40,7506666666667;3;18;"1505700,1504901,1507904"
"Marajó";"DIM_SOCIAL";46,5593333333333;3;18;"1505700,1504901,1507904"
"Baixo Amazonas";"DIM_AMBIENTAL";34,8644444444444;3;18;"1502855,1505650,1505106"
"Baixo Amazonas";"DIM_ECONOMICA";38,692;3;18;"1502855,1505650,1505106"
"Baixo Amazonas";"DIM_SOCIAL";39,2713333333333;3;18;"1502855,1505650,1505106"
"Sudoeste Paraense";"DIM_AMBIENTAL";39,2583333333333;3;18;"1501006,1501725,1505486"
"Sudoeste Paraense";"DIM_ECONOMICA";37,2033333333333;3;18;"1501006,1501725,1505486"
"Sudoeste Paraense";"DIM_SOCIAL";39,446;3;18;"1501006,1501725,1505486"
"Metropolitana de Belém";"DIM_AMBIENTAL";64,0383333333333;3;18;"1507003,1504422,1501402"
"Metropolitana de Belém";"DIM_ECONOMICA";56,2556666666667;3;18;"1507003,1504422,1501402"
"Metropolitana de Belém";"DIM_SOCIAL";63,7726666666667;3;18;"1507003,1504422,1501402"
"Nordeste Paraense";"DIM_AMBIENTAL";50,4953333333333;5;18;"1503507,1504109,1507474,1504059,1508001"
"Nordeste Paraense";"DIM_ECONOMICA";43,7224;5;18;"1503507,1504109,1507474,1504059,1508001"
"Nordeste Paraense";"DIM_SOCIAL";51,1996;5;18;"1503507,1504109,1507474,1504059,1508001"
"Sudeste Paraense";"DIM_AMBIENTAL";33,5603333333333;5;18;"1502954,1507508,1501758,1503705,1506161"
"Sudeste Paraense";"DIM_ECONOMICA";45,9806;5;18;"1502954,1507508,1501758,1503705,1506161"
"Sudeste Paraense";"DIM_SOCIAL";46,2836;5;18;"1502954,1507508,1501758,1503705,1506161"
"Marajó";"DIM_AMBIENTAL";46,6316666666667;5;18;"1506401,1504901,1505809,1502004,1505700"
"Marajó";"DIM_ECONOMICA";41,2344;5;18;"1506401,1504901,1505809,1502004,1505700"
"Marajó";"DIM_SOCIAL";40,2512;5;18;"1506401,1504901,1505809,1502004,1505700"
"Baixo Amazonas";"DIM_AMBIENTAL";50,1593333333333;5;18;"1501451,1503002,1503903,1506807,1507979"
"Baixo Amazonas";"DIM_ECONOMICA";44,7266;5;18;"1501451,1503002,1503903,1506807,1507979"
"Baixo Amazonas";"DIM_SOCIAL";48,7016;5;18;"1501451,1503002,1503903,1506807,1507979"
"Sudoeste Paraense";"DIM_AMBIENTAL";38,9226666666667;5;18;"1508357,1506195,1508159,1505486,1508050"
"Sudoeste Paraense";"DIM_ECONOMICA";44,6744;5;18;"1508357,1506195,1508159,1505486,1508050"
"Sudoeste Paraense";"DIM_SOCIAL";38,588;5;18;"1508357,1506195,1508159,1505486,1508050"
"Metropolitana de Belém";"DIM_AMBIENTAL";58,9116666666667;5;18;"1500800,1502400,1503408,1501907,1501501"
"Metropolitana de Belém";"DIM_ECONOMICA";52,8942;5;18;"1500800,1502400,1503408,1501907,1501501"
"Metropolitana de Belém";"DIM_SOCIAL";53,258;5;18;"1500800,1502400,1503408,1501907,1501501"
"Nordeste Paraense";"DIM_AMBIENTAL";52,5445238095238;7;18;"1507961,1506609,1505403,1504109,1503309,1503457,1503200"
"Nordeste Paraense";"DIM_ECONOMICA";44,6612857142857;7;18;"1507961,1506609,1505403,1504109,1503309,1503457,1503200"
"Nordeste Paraense";"DIM_SOCIAL";47,7008571428571;7;18;"1507961,1506609,1505403,1504109,1503309,1503457,1503200"
"Sudeste Paraense";"DIM_AMBIENTAL";47,0771428571429;7;18;"1504976,1501758,1505437,1503804,1505551,1505635,1502152"
"Sudeste Paraense";"DIM_ECONOMICA";49,9391428571429;7;18;"1504976,1501758,1505437,1503804,1505551,1505635,1502152"
"Sudeste Paraense";"DIM_SOCIAL";48,5025714285714;7;18;"1504976,1501758,1505437,1503804,1505551,1505635,1502152"
"Marajó";"DIM_AMBIENTAL";50,3504761904762;7;18;"1507904,1502509,1500701,1504505,1503101,1501808,1506302"
"Marajó";"DIM_ECONOMICA";39,368;7;18;"1507904,1502509,1500701,1504505,1503101,1501808,1506302"
"Marajó";"DIM_SOCIAL";38,8465714285714;7;18;"1507904,1502509,1500701,1504505,1503101,1501808,1506302"
"Baixo Amazonas";"DIM_AMBIENTAL";40,4254761904762;7;18;"1505650,1503002,1505304,1504802,1502855,1505106,1507979"
"Baixo Amazonas";"DIM_ECONOMICA";41,186;7;18;"1505650,1503002,1505304,1504802,1502855,1505106,1507979"
"Baixo Amazonas";"DIM_SOCIAL";44,7774285714286;7;18;"1505650,1503002,1505304,1504802,1502855,1505106,1507979"
"Sudoeste Paraense";"DIM_AMBIENTAL";45,022619047619;7;18;"1500602,1508357,1501725,1505486,1508159,1505031,1501006"
"Sudoeste Paraense";"DIM_ECONOMICA";44,8781428571429;7;18;"1500602,1508357,1501725,1505486,1508159,1505031,1501006"
"Sudoeste Paraense";"DIM_SOCIAL";44,6028571428571;7;18;"1500602,1508357,1501725,1505486,1508159,1505031,1501006"
"Metropolitana de Belém";"DIM_AMBIENTAL";61,3714285714286;7;18;"1504422,1503408,1502400,1501907,1501402,1501303,1501501"
"Metropolitana de Belém";"DIM_ECONOMICA";54,5635714285714;7;18;"1504422,1503408,1502400,1501907,1501402,1501303,1501501"
"Metropolitana de Belém";"DIM_SOCIAL";54,0168571428571;7;18;"1504422,1503408,1502400,1501907,1501402,1501303,1501501"
"Nordeste Paraense";"DIM_AMBIENTAL";52,3311111111111;9;18;"1507102,1506112,1500107,1503457,1508209,1504000,1502905,1504604,1505205"
"Nordeste Paraense";"DIM_ECONOMICA";41,734;9;18;"1507102,1506112,1500107,1503457,1508209,1504000,1502905,1504604,1505205"
"Nordeste Paraense";"DIM_SOCIAL";43,9548888888889;9;18;"1507102,1506112,1500107,1503457,1508209,1504000,1502905,1504604,1505205"
"Sudeste Paraense";"DIM_AMBIENTAL";41,8898148148148;9;18;"1506161,1500347,1502764,1507458,1508407,1505551,1505494,1501253,1501758"
"Sudeste Paraense";"DIM_ECONOMICA";49,6517777777778;9;18;"1506161,1500347,1502764,1507458,1508407,1505551,1505494,1501253,1501758"
"Sudeste Paraense";"DIM_SOCIAL";47,1071111111111;9;18;"1506161,1500347,1502764,1507458,1508407,1505551,1505494,1501253,1501758"
"Marajó";"DIM_AMBIENTAL";49,1296296296296;9;18;"1504505,1502004,1501105,1506401,1505809,1502806,1507904,1506302,1504901"
"Marajó";"DIM_ECONOMICA";40,7232222222222;9;18;"1504505,1502004,1501105,1506401,1505809,1502806,1507904,1506302,1504901"
"Marajó";"DIM_SOCIAL";41,0933333333333;9;18;"1504505,1502004,1501105,1506401,1505809,1502806,1507904,1506302,1504901"
"Baixo Amazonas";"DIM_AMBIENTAL";43,0625925925926;9;18;"1503002,1505908,1506807,1505650,1500503,1502855,1507979,1504802,1500404"
"Baixo Amazonas";"DIM_ECONOMICA";42,1366666666667;9;18;"1503002,1505908,1506807,1505650,1500503,1502855,1507979,1504802,1500404"
"Baixo Amazonas";"DIM_SOCIAL";44,9226666666667;9;18;"1503002,1505908,1506807,1505650,1500503,1502855,1507979,1504802,1500404"
"Sudoeste Paraense";"DIM_AMBIENTAL";42,1694444444444;9;18;"1506195,1505486,1508159,1503754,1501725,1500602,1503606,1508050,1507805"
"Sudoeste Paraense";"DIM_ECONOMICA";45,4721111111111;9;18;"1506195,1505486,1508159,1503754,1501725,1500602,1503606,1508050,1507805"
"Sudoeste Paraense";"DIM_SOCIAL";41,1924444444444;9;18;"1506195,1505486,1508159,1503754,1501725,1500602,1503606,1508050,1507805"
"Metropolitana de Belém";"DIM_AMBIENTAL";62,0268518518519;9;18;"1500800,1501402,1501907,1506351,1504422,1501303,1503408,1506500,1502400"
"Metropolitana de Belém";"DIM_ECONOMICA";55,0803333333333;9;18;"1500800,1501402,1501907,1506351,1504422,1501303,1503408,1506500,1502400"
"Metropolitana de Belém";"DIM_SOCIAL";55,0206666666667;9;18;"1500800,1501402,1501907,1506351,1504422,1501303,1503408,1506500,1502400"
"Nordeste Paraense";"DIM_AMBIENTAL";53,6183333333333;3;19;"1507409,1503507,1506906"
"Nordeste Paraense";"DIM_ECONOMICA";41,3436666666667;3;19;"1507409,1503507,1506906"
"Nordeste Paraense";"DIM_SOCIAL";45,634;3;19;"1507409,1503507,1506906"
"Sudeste Paraense";"DIM_AMBIENTAL";45,6572222222222;3;19;"1502764,1505635,1507755"
"Sudeste Paraense";"DIM_ECONOMICA";51,657;3;19;"1502764,1505635,1507755"
"Sudeste Paraense";"DIM_SOCIAL";39,9386666666667;3;19;"1502764,1505635,1507755"
"Marajó";"DIM_AMBIENTAL";47,9627777777778;3;19;"1504505,1502004,1500701"
"Marajó";"DIM_ECONOMICA";38,5583333333333;3;19;"1504505,1502004,1500701"
"Marajó";"DIM_SOCIAL";32,1446666666667;3;19;"1504505,1502004,1500701"
"Baixo Amazonas";"DIM_AMBIENTAL";50,9905555555556;3;19;"1503903,1501451,1506807"
"Baixo Amazonas";"DIM_ECONOMICA";45,7796666666667;3;19;"1503903,1501451,1506807"
"Baixo Amazonas";"DIM_SOCIAL";46,1666666666667;3;19;"1503903,1501451,1506807"
"Sudoeste Paraense";"DIM_AMBIENTAL";35,7327777777778;3;19;"1506195,1505486,1503754"
"Sudoeste Paraense";"DIM_ECONOMICA";42,0826666666667;3;19;"1506195,1505486,1503754"
"Sudoeste Paraense";"DIM_SOCIAL";35,442;3;19;"1506195,1505486,1503754"
"Metropolitana de Belém";"DIM_AMBIENTAL";58,4122222222222;3;19;"1500800,1507003,1503408"
"Metropolitana de Belém";"DIM_ECONOMICA";52,416;3;19;"1500800,1507003,1503408"
"Metropolitana de Belém";"DIM_SOCIAL";54,0906666666667;3;19;"1500800,1507003,1503408"
"Nordeste Paraense";"DIM_AMBIENTAL";49,915;5;19;"1505601,1508209,1507201,1502202,1503457"
"Nordeste Paraense";"DIM_ECONOMICA";46,0564;5;19;"1505601,1508209,1507201,1502202,1503457"
"Nordeste Paraense";"DIM_SOCIAL";46,3976;5;19;"1505601,1508209,1507201,1502202,1503457"
"Sudeste Paraense";"DIM_AMBIENTAL";44,8966666666667;5;19;"1502764,1506583,1507755,1507151,1507300"
"Sudeste Paraense";"DIM_ECONOMICA";48,819;5;19;"1502764,1506583,1507755,1507151,1507300"
"Sudeste Paraense";"DIM_SOCIAL";44,1692;5;19;"1502764,1506583,1507755,1507151,1507300"
"Marajó";"DIM_AMBIENTAL";45,767;5;19;"1502806,1504505,1505700,1506401,1503101"
"Marajó";"DIM_ECONOMICA";39,3622;5;19;"1502806,1504505,1505700,1506401,1503101"
"Marajó";"DIM_SOCIAL";35,0324;5;19;"1502806,1504505,1505700,1506401,1503101"
"Baixo Amazonas";"DIM_AMBIENTAL";45,5273333333333;5;19;"1505908,1502855,1506807,1500503,1505304"
"Baixo Amazonas";"DIM_ECONOMICA";43,9464;5;19;"1505908,1502855,1506807,1500503,1505304"
"Baixo Amazonas";"DIM_SOCIAL";43,5912;5;19;"1505908,1502855,1506807,1500503,1505304"
"Sudoeste Paraense";"DIM_AMBIENTAL";38,2116666666667;5;19;"1506195,1501725,1501006,1500859,1503754"
"Sudoeste Paraense";"DIM_ECONOMICA";40,1426;5;19;"1506195,1501725,1501006,1500859,1503754"
"Sudoeste Paraense";"DIM_SOCIAL";37,8552;5;19;"1506195,1501725,1501006,1500859,1503754"
"Metropolitana de Belém";"DIM_AMBIENTAL";56,2513333333333;5;19;"1506500,1503408,1501303,1501907,1501501"
"Metropolitana de Belém";"DIM_ECONOMICA";52,1682;5;19;"1506500,1503408,1501303,1501907,1501501"
"Metropolitana de Belém";"DIM_SOCIAL";46,9448;5;19;"1506500,1503408,1501303,1501907,1501501"
"Nordeste Paraense";"DIM_AMBIENTAL";50,56;7;19;"1502756,1508035,1506609,1507961,1502905,1502608,1500206"
"Nordeste Paraense";"DIM_ECONOMICA";40,3617142857143;7;19;"1502756,1508035,1506609,1507961,1502905,1502608,1500206"
"Nordeste Paraense";"DIM_SOCIAL";46,9554285714286;7;19;"1502756,1508035,1506609,1507961,1502905,1502608,1500206"
"Sudeste Paraense";"DIM_AMBIENTAL";44,5045238095238;7;19;"1503804,1507151,1502939,1504208,1508407,1501576,1506708"
"Sudeste Paraense";"DIM_ECONOMICA";55,5512857142857;7;19;"1503804,1507151,1502939,1504208,1508407,1501576,1506708"
"Sudeste Paraense";"DIM_SOCIAL";49,7551428571429;7;19;"1503804,1507151,1502939,1504208,1508407,1501576,1506708"
"Marajó";"DIM_AMBIENTAL";46,7461904761905;7;19;"1501808,1500305,1502806,1506401,1507706,1504505,1502004"
"Marajó";"DIM_ECONOMICA";38,5747142857143;7;19;"1501808,1500305,1502806,1506401,1507706,1504505,1502004"
"Marajó";"DIM_SOCIAL";35,4351428571429;7;19;"1501808,1500305,1502806,1506401,1507706,1504505,1502004"
"Baixo Amazonas";"DIM_AMBIENTAL";37,1133333333333;7;19;"1502855,1505650,1503002,1500404,1501451,1504802,1505908"
"Baixo Amazonas";"DIM_ECONOMICA";39,9322857142857;7;19;"1502855,1505650,1503002,1500404,1501451,1504802,1505908"
"Baixo Amazonas";"DIM_SOCIAL";42,2057142857143;7;19;"1502855,1505650,1503002,1500404,1501451,1504802,1505908"
"Sudoeste Paraense";"DIM_AMBIENTAL";41,4461904761905;7;19;"1503606,1500859,1500602,1508357,1505486,1507805,1501006"
"Sudoeste Paraense";"DIM_ECONOMICA";43,8504285714286;7;19;"1503606,1500859,1500602,1508357,1505486,1507805,1501006"
"Sudoeste Paraense";"DIM_SOCIAL";42,2654285714286;7;19;"1503606,1500859,1500602,1508357,1505486,1507805,1501006"
"Metropolitana de Belém";"DIM_AMBIENTAL";59,1545238095238;7;19;"1501303,1503408,1501907,1500800,1506500,1502400,1506351"
"Metropolitana de Belém";"DIM_ECONOMICA";53,549;7;19;"1501303,1503408,1501907,1500800,1506500,1502400,1506351"
"Metropolitana de Belém";"DIM_SOCIAL";51,2768571428571;7;19;"1501303,1503408,1501907,1500800,1506500,1502400,1506351"
"Nordeste Paraense";"DIM_AMBIENTAL";49,2568518518518;9;19;"1501956,1505403,1504000,1502756,1504604,1504109,1504307,1501709,1507102"
"Nordeste Paraense";"DIM_ECONOMICA";39,1531111111111;9;19;"1501956,1505403,1504000,1502756,1504604,1504109,1504307,1501709,1507102"
"Nordeste Paraense";"DIM_SOCIAL";45,1093333333333;9;19;"1501956,1505403,1504000,1502756,1504604,1504109,1504307,1501709,1507102"
"Sudeste Paraense";"DIM_AMBIENTAL";44,4416666666667;9;19;"1506187,1501253,1508407,1505494,1502772,1502764,1506708,1500347,1507755"
"Sudeste Paraense";"DIM_ECONOMICA";52,1498888888889;9;19;"1506187,1501253,1508407,1505494,1502772,1502764,1506708,1500347,1507755"
"Sudeste Paraense";"DIM_SOCIAL";45,7184444444444;9;19;"1506187,1501253,1508407,1505494,1502772,1502764,1506708,1500347,1507755"
"Marajó";"DIM_AMBIENTAL";48,2985185185185;9;19;"1502509,1503101,1502004,1505809,1501808,1506302,1506401,1507706,1500305"
"Marajó";"DIM_ECONOMICA";39,1393333333333;9;19;"1502509,1503101,1502004,1505809,1501808,1506302,1506401,1507706,1500305"
"Marajó";"DIM_SOCIAL";38,4548888888889;9;19;"1502509,1503101,1502004,1505809,1501808,1506302,1506401,1507706,1500305"
"Baixo Amazonas";"DIM_AMBIENTAL";43,8687037037037;9;19;"1506005,1504802,1503002,1500503,1503903,1505650,1505304,1501451,1506807"
"Baixo Amazonas";"DIM_ECONOMICA";43,6136666666667;9;19;"1506005,1504802,1503002,1500503,1503903,1505650,1505304,1501451,1506807"
"Baixo Amazonas";"DIM_SOCIAL";43,39;9;19;"1506005,1504802,1503002,1500503,1503903,1505650,1505304,1501451,1506807"
"Sudoeste Paraense";"DIM_AMBIENTAL";44,5590740740741;9;19;"1504455,1506195,1508357,1507805,1508159,1503606,1508050,1505031,1503754"
"Sudoeste Paraense";"DIM_ECONOMICA";45,5442222222222;9;19;"1504455,1506195,1508357,1507805,1508159,1503606,1508050,1505031,1503754"
"Sudoeste Paraense";"DIM_SOCIAL";40,5924444444444;9;19;"1504455,1506195,1508357,1507805,1508159,1503606,1508050,1505031,1503754"
"Metropolitana de Belém";"DIM_AMBIENTAL";62,7059259259259;9;19;"1501303,1501501,1502400,1501907,1500800,1506351,1507003,1501402,1504422"
"Metropolitana de Belém";"DIM_ECONOMICA";55,3156666666667;9;19;"1501303,1501501,1502400,1501907,1500800,1506351,1507003,1501402,1504422"
"Metropolitana de Belém";"DIM_SOCIAL";56,7991111111111;9;19;"1501303,1501501,1502400,1501907,1500800,1506351,1507003,1501402,1504422"
"Nordeste Paraense";"DIM_AMBIENTAL";53,7638888888889;3;20;"1506203,1505205,1504000"
"Nordeste Paraense";"DIM_ECONOMICA";39,382;3;20;"1506203,1505205,1504000"
"Nordeste Paraense";"DIM_SOCIAL";42,1493333333333;3;20;"1506203,1505205,1504000"
"Sudeste Paraense";"DIM_AMBIENTAL";40,4983333333333;3;20;"1500347,1502954,1503804"
"Sudeste Paraense";"DIM_ECONOMICA";52,8133333333333;3;20;"1500347,1502954,1503804"
"Sudeste Paraense";"DIM_SOCIAL";47,614;3;20;"1500347,1502954,1503804"
